Record Date,Parent ID,Classification ID,Classification Description,October Receipts and Outlays Amount,November Receipts and Outlays Amount,December Receipts and Outlays Amount,January Receipts and Outlays Amount,February Receipts and Outlays Amount,March Receipts and Outlays Amount,April Receipts and Outlays Amount,May Receipts and Outlays Amount,June Receipts and Outlays Amount,July Receipts and Outlays Amount,August Receipts and Outlays Amount,September Receipts and Outlays Amount,Current FYTD Receipt or Outlay Amount,Prior FYTD Receipt or Outlay Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2015-11-30,null,17065567,Outlays:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,18,18,200,S,SL,1,2,2016,1,2015,4,11,30
2015-11-30,17065567,17065656,Totals This Year:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,99,101,1020,S,SL,2,2.31,2016,1,2015,4,11,30
2015-11-30,17065612,17065613,Compensation and Pensions,12312784298.15,596135842.74,null,null,null,null,null,null,null,null,null,null,12908920140.89,11965262055.75,7,63,63,795,D,P,3,2.17.1,2016,1,2015,4,11,30
2015-11-30,17065567,17065619,Executive Office of the President,31128054.78,30137908.15,null,null,null,null,null,null,null,null,null,null,61265962.93,56119073.81,7,69,69,815,D,C,2,2.21,2016,1,2015,4,11,30
2015-11-30,17065567,17065620,General Services Administration,-33879191.76,-188387787.72,null,null,null,null,null,null,null,null,null,null,-222266979.48,-236213228.58,7,70,70,820,D,C,2,2.22,2016,1,2015,4,11,30
2015-11-30,17065590,17065591,Grants to States for Medicaid,32349028239.28,26703500160.62,null,null,null,null,null,null,null,null,null,null,59052528399.90,52733626412.45,7,42,42,490,D,P,4,2.8.2.1,2016,1,2015,4,11,30
2015-11-30,17065590,17065592,Federal Hospital Insurance Trust Fund,30084893660.24,14893644402.00,null,null,null,null,null,null,null,null,null,null,44978538062.24,43395570416.86,7,43,43,500,D,P,4,2.8.2.2,2016,1,2015,4,11,30
2015-11-30,17065590,17065593,Federal Supplementary Medical Insurance Trust Fund,53529243512.44,15437237345.63,null,null,null,null,null,null,null,null,null,null,68966480858.07,60991308770.24,7,44,44,520,D,P,4,2.8.2.3,2016,1,2015,4,11,30
2015-11-30,17065570,17065572,Foreign Agricultural Service,118650191.97,65248699.53,null,null,null,null,null,null,null,null,null,null,183898891.50,308536137.51,7,23,23,310,D,B,3,2.3.2,2016,1,2015,4,11,30
2015-11-30,17065570,17065573,Other,12387537406.60,11697987965.06,null,null,null,null,null,null,null,null,null,null,24085525371.66,23884889648.22,7,24,24,320,D,P,3,2.3.3,2016,1,2015,4,11,30
2015-11-30,17065575,17065576,Military Personnel,27854004034.86,6581500874.32,null,null,null,null,null,null,null,null,null,null,34435504909.18,35373280962.17,7,27,27,355,D,B,3,2.5.1,2016,1,2015,4,11,30
2015-11-30,17065601,17065603,Other,-5681192743.34,1116995958.55,null,null,null,null,null,null,null,null,null,null,-4564196784.79,-1583849360.91,7,54,54,720,D,P,3,2.13.2,2016,1,2015,4,11,30
2015-11-30,17065567,17065604,Department of State,2583283275.24,2219878307.40,null,null,null,null,null,null,null,null,null,null,4803161582.64,4342701484.82,7,55,55,730,D,C,2,2.14,2016,1,2015,4,11,30
2015-11-30,17065567,17065605,Department of Transportation:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,56,56,740,S,C,2,2.15,2016,1,2015,4,11,30
2015-11-30,17065605,17065606,Highway Trust Fund,2237667595.54,4498746769.69,null,null,null,null,null,null,null,null,null,null,6736414365.23,7397117647.27,7,57,57,750,D,P,3,2.15.1,2016,1,2015,4,11,30
2015-11-30,17065605,17065607,Other,1961001649.51,2959024113.41,null,null,null,null,null,null,null,null,null,null,4920025762.92,5075971486.62,7,58,58,760,D,P,3,2.15.2,2016,1,2015,4,11,30
2015-11-30,17065636,17065640,Deposit Insurance Fund,428959498.72,-867423945.93,null,null,null,null,null,null,null,null,null,null,-438464447.21,24152903.74,7,85,86,913,D,P,4,2.29.1.1,2016,1,2015,4,11,30
2015-11-30,17065636,17065641,FSLIC Resolution Fund,249667.78,155233.68,null,null,null,null,null,null,null,null,null,null,404901.46,362019.72,7,86,87,914,D,P,4,2.29.1.2,2016,1,2015,4,11,30
2015-11-30,17065643,17065644,Off-Budget:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,88,90,920,S,P,4,2.29.2.1,2016,1,2015,4,11,30
2015-11-30,17065644,17065645,Public Enterprise Funds,304682053.62,823697964.95,null,null,null,null,null,null,null,null,null,null,1128380018.57,-507148199.03,7,89,91,921,D,P,5,2.29.2.1.1,2016,1,2015,4,11,30
2015-11-30,17065650,17065655,Other,-14.65,-26.86,null,null,null,null,null,null,null,null,null,null,-41.51,-368.62,7,98,100,1010,D,UORG,3,2.30.4,2016,1,2015,4,11,30
2015-11-30,17065550,17065552,Corporation Income Taxes,4255792749.79,3672591699.75,null,null,null,null,null,null,null,null,null,null,7928384449.54,12810312759.15,7,3,3,30,D,RSG,2,1.2,2016,1,2015,4,11,30
2015-11-30,17065553,17065554,Employment and General Retirement,74381798747.46,80442233657.63,null,null,null,null,null,null,null,null,null,null,154824032405.09,146262530893.96,7,5,5,70,D,RSG,3,1.3.1,2016,1,2015,4,11,30
2015-11-30,17065553,17065555,Unemployment Insurance,2155528736.21,4829707669.68,null,null,null,null,null,null,null,null,null,null,6985236405.89,6401234749.04,7,6,6,80,D,RSG,3,1.3.2,2016,1,2015,4,11,30
2015-11-30,17065567,17065570,Department of Agriculture:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,21,21,280,S,C,2,2.3,2016,1,2015,4,11,30
2015-11-30,17065564,17065565,(On-Budget),160463696658.11,135169201539.20,null,null,null,null,null,null,null,null,null,null,null,295632898197.31,7,16,16,180,T,SLI,3,1.9.1,2016,1,2015,4,11,30
2015-11-30,17065635,17065643,Postal Service:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,87,89,918,S,A,3,2.29.2,2016,1,2015,4,11,30
2015-11-30,17065664,17065665,(On-Budget),271513873797.08,178516246252.31,null,null,null,null,null,null,null,null,null,null,null,450030120049.39,7,108,110,1100,T,SLI,4,2.31.4.1,2016,1,2015,4,11,30
2015-11-30,17065664,17065666,(Off-Budget),62917730565.23,69737953371.94,null,null,null,null,null,null,null,null,null,null,null,132655683937.17,7,109,111,1110,T,SLI,4,2.31.4.2,2016,1,2015,4,11,30
2015-11-30,17065656,17065667,Total-Surplus (+) or Deficit (-) Prior Year,-121712917089.19,-56817998085.05,null,null,null,null,null,null,null,null,null,null,null,-178530915174.24,7,110,112,1130,T,SLI,3,2.31.5,2016,1,2015,4,11,30
2015-11-30,17065667,17065668,(On-Budget),-111050177138.97,-43347044713.11,null,null,null,null,null,null,null,null,null,null,null,-154397221852.08,7,111,113,1140,T,SLI,4,2.31.5.1,2016,1,2015,4,11,30
2015-11-30,17065667,17065669,(Off-Budget),-10662739950.22,-13470953371.94,null,null,null,null,null,null,null,null,null,null,null,-24133693322.16,7,112,114,1150,T,SLI,4,2.31.5.2,2016,1,2015,4,11,30
2015-11-30,17065564,17065566,(Off-Budget),52254990615.01,56267000000.00,null,null,null,null,null,null,null,null,null,null,null,108521990615.01,7,17,17,190,T,SLI,3,1.9.2,2016,1,2015,4,11,30
2015-11-30,17065567,17065568,Legislative Branch,396524655.75,338768104.42,null,null,null,null,null,null,null,null,null,null,735292760.17,713764160.84,7,19,19,210,D,C,2,2.1,2016,1,2015,4,11,30
2015-11-30,17065567,17065569,Judicial Branch,611084889.65,583839014.89,null,null,null,null,null,null,null,null,null,null,1194923904.54,1072838804.29,7,20,20,220,D,C,2,2.2,2016,1,2015,4,11,30
2015-11-30,17065570,17065571,Commodity Credit Corporation,4880505253.11,4224938503.92,null,null,null,null,null,null,null,null,null,null,9105443757.03,5819612689.52,7,22,22,290,D,P,3,2.3.1,2016,1,2015,4,11,30
2015-11-30,17065656,17065657,Total Outlays,347595667058.01,269520719513.56,null,null,null,null,null,null,null,null,null,null,617116386571.57,null,7,100,102,1030,T,SL,3,2.31.1,2016,1,2015,4,11,30
2015-11-30,17065657,17065658,(On-Budget),282104072922.82,195509819336.09,null,null,null,null,null,null,null,null,null,null,477613892258.91,null,7,101,103,1040,T,SL,4,2.31.1.1,2016,1,2015,4,11,30
2015-11-30,17065657,17065659,(Off-Budget),65491594135.19,74010900177.47,null,null,null,null,null,null,null,null,null,null,139502494312.66,null,7,102,104,1050,T,SL,4,2.31.1.2,2016,1,2015,4,11,30
2015-11-30,17065567,17065575,Department of Defense--Military Programs:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,26,26,340,S,C,2,2.5,2016,1,2015,4,11,30
2015-11-30,null,17065550,Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,1,1,10,S,SL,1,1,2016,1,2015,4,11,30
2015-11-30,17065550,17065553,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,4,4,50,S,RSG,2,1.3,2016,1,2015,4,11,30
2015-11-30,17065575,17065577,Operation and Maintenance,17085009356.61,19148582987.60,null,null,null,null,null,null,null,null,null,null,36233592344.21,37422576578.25,7,28,28,360,D,B,3,2.5.2,2016,1,2015,4,11,30
2015-11-30,17065575,17065578,International Reconstruction and Other Assistance,null,-1072.19,null,null,null,null,null,null,null,null,null,null,-1072.19,-7903.38,7,29,29,363,D,B,3,2.5.3,2016,1,2015,4,11,30
2015-11-30,17065575,17065579,Procurement,6106553282.42,11111358913.71,null,null,null,null,null,null,null,null,null,null,17217912196.13,14025556650.40,7,30,30,365,D,B,3,2.5.4,2016,1,2015,4,11,30
2015-11-30,17065575,17065580,"Research, Development, Test, and Evaluation",4190030061.27,4356022983.42,null,null,null,null,null,null,null,null,null,null,8546053044.69,8849935783.93,7,31,31,371,D,B,3,2.5.5,2016,1,2015,4,11,30
2015-11-30,17065575,17065581,Military Construction,898308522.68,574287493.74,null,null,null,null,null,null,null,null,null,null,1472596016.42,1410918654.83,7,32,32,375,D,B,3,2.5.6,2016,1,2015,4,11,30
2015-11-30,17065631,17065632,Federal Old-Age and Survivors Insurance Trust Fund (Off-Budget),62643614271.33,62813639306.84,null,null,null,null,null,null,null,null,null,null,125457253578.17,119401030330.20,7,81,81,880,D,P,3,2.28.1,2016,1,2015,4,11,30
2015-11-30,17065631,17065633,Federal Disability Insurance Trust Fund (Off-Budget),12117159678.23,11882104240.81,null,null,null,null,null,null,null,null,null,null,23999263919.04,23946599110.50,7,82,82,900,D,P,3,2.28.2,2016,1,2015,4,11,30
2015-11-30,17065643,17065647,Other,null,41000000.00,null,null,null,null,null,null,null,null,null,null,41000000.00,70751000.00,7,91,93,924,D,P,4,2.29.2.2,2016,1,2015,4,11,30
2015-11-30,17065635,17065648,Tennessee Valley Authority,-8361625.20,271610873.21,null,null,null,null,null,null,null,null,null,null,263249248.01,196533476.29,7,92,94,930,D,A,3,2.29.3,2016,1,2015,4,11,30
2015-11-30,17065635,17065649,Other,3135931302.72,1627180914.16,null,null,null,null,null,null,null,null,null,null,4763112216.88,5622545883.93,7,93,95,940,D,A,3,2.29.4,2016,1,2015,4,11,30
2015-11-30,17065567,17065650,Undistributed Offsetting Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,94,96,950,S,SL,2,2.30,2016,1,2015,4,11,30
2015-11-30,17065650,17065651,"Employer Share, Employee Retirement",-19208441576.47,-5419759344.50,null,null,null,null,null,null,null,null,null,null,-24628200920.97,-24143590474.38,7,95,97,970,D,UORG,3,2.30.1,2016,1,2015,4,11,30
2015-11-30,17065550,17065557,Excise Taxes,5577465263.80,7568298233.69,null,null,null,null,null,null,null,null,null,null,13145763497.49,13184671263.71,7,8,8,100,D,RSG,2,1.4,2016,1,2015,4,11,30
2015-11-30,17065550,17065551,Individual Income Taxes,109219977720.97,93615263624.22,null,null,null,null,null,null,null,null,null,null,202835241345.19,192618689021.23,7,2,2,20,D,RSG,2,1.1,2016,1,2015,4,11,30
2015-11-30,17065567,17065599,Department of the Interior,915066247.84,780426505.87,null,null,null,null,null,null,null,null,null,null,1695492753.71,1570782174.73,7,50,50,680,D,C,2,2.11,2016,1,2015,4,11,30
2015-10-31,16516193,16516195,Operation and Maintenance,17085009356.61,null,null,null,null,null,null,null,null,null,null,null,17085009356.61,19799812147.91,7,28,28,360,D,B,3,2.5.2,2016,1,2015,4,10,31
2015-10-31,null,16516168,Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,1,1,10,S,SL,1,1,2016,1,2015,4,10,31
2015-10-31,16516171,16516173,Unemployment Insurance,2155528736.21,null,null,null,null,null,null,null,null,null,null,null,2155528736.21,3187438048.35,7,6,6,80,D,RSG,3,1.3.2,2016,1,2015,4,10,31
2015-10-31,16516168,16516176,Estate and Gift Taxes,2132338620.55,null,null,null,null,null,null,null,null,null,null,null,2132338620.55,1418352883.63,7,9,9,110,D,RSG,2,1.5,2016,1,2015,4,10,31
2015-10-31,16516168,16516178,Miscellaneous Receipts,9576985059.21,null,null,null,null,null,null,null,null,null,null,null,9576985059.21,11136244430.92,7,11,11,130,D,RSG,2,1.7,2016,1,2015,4,10,31
2015-10-31,16516253,16516266,Tennessee Valley Authority,-8361625.20,null,null,null,null,null,null,null,null,null,null,null,-8361625.20,175764025.21,7,92,94,930,D,A,3,2.29.3,2016,1,2015,4,10,31
2015-10-31,16516274,16516281,Total Borrowing from the Public,-55988647835.47,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,-55988647835.47,74090152250.84,7,106,108,1086,T,SL,3,2.31.3,2016,1,2015,4,10,31
2015-10-31,16516285,16516287,(Off-Budget),-10662739950.22,null,null,null,null,null,null,null,null,null,null,null,null,-10662739950.22,7,112,114,1150,T,SLI,4,2.31.5.2,2016,1,2015,4,10,31
2015-10-31,16516185,16516268,Undistributed Offsetting Receipts:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,94,96,950,S,SL,2,2.30,2016,1,2015,4,10,31
2015-10-31,16516168,16516182,Total--Receipts Prior Year,212718687273.12,null,null,null,null,null,null,null,null,null,null,null,null,212718687273.12,7,15,15,170,T,SLI,2,1.9,2016,1,2015,4,10,31
2015-10-31,16516185,16516187,Judicial Branch,611084889.65,null,null,null,null,null,null,null,null,null,null,null,611084889.65,574091834.31,7,20,20,220,D,C,2,2.2,2016,1,2015,4,10,31
2015-10-31,16516168,16516169,Individual Income Taxes,109219977720.97,null,null,null,null,null,null,null,null,null,null,null,109219977720.97,106660681005.66,7,2,2,20,D,RSG,2,1.1,2016,1,2015,4,10,31
2015-10-31,16516168,16516170,Corporation Income Taxes,4255792749.79,null,null,null,null,null,null,null,null,null,null,null,4255792749.79,10228233095.00,7,3,3,30,D,RSG,2,1.2,2016,1,2015,4,10,31
2015-10-31,16516274,16516278,Total-Surplus (+) or Deficit (-),-136532084814.92,null,null,null,null,null,null,null,null,null,null,null,-136532084814.92,null,7,103,105,1060,T,SL,3,2.31.2,2016,1,2015,4,10,31
2015-10-31,16516278,16516279,(On-Budget),-126152490679.73,null,null,null,null,null,null,null,null,null,null,null,-126152490679.73,null,7,104,106,1070,T,SL,4,2.31.2.1,2016,1,2015,4,10,31
2015-10-31,16516185,16516192,Department of Commerce,644334904.95,null,null,null,null,null,null,null,null,null,null,null,644334904.95,589707806.82,7,25,25,330,D,C,2,2.4,2016,1,2015,4,10,31
2015-10-31,16516274,16516285,Total-Surplus (+) or Deficit (-) Prior Year,-121712917089.19,null,null,null,null,null,null,null,null,null,null,null,null,-121712917089.19,7,110,112,1130,T,SLI,3,2.31.5,2016,1,2015,4,10,31
2015-10-31,16516285,16516286,(On-Budget),-111050177138.97,null,null,null,null,null,null,null,null,null,null,null,null,-111050177138.97,7,111,113,1140,T,SLI,4,2.31.5.1,2016,1,2015,4,10,31
2015-10-31,16516193,16516194,Military Personnel,27854004034.86,null,null,null,null,null,null,null,null,null,null,null,27854004034.86,29402478264.99,7,27,27,355,D,B,3,2.5.1,2016,1,2015,4,10,31
2015-10-31,null,16516185,Outlays:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,18,18,200,S,SL,1,2,2016,1,2015,4,10,31
2015-10-31,16516282,16516284,(Off-Budget),62917730565.23,null,null,null,null,null,null,null,null,null,null,null,null,62917730565.23,7,109,111,1110,T,SLI,4,2.31.4.2,2016,1,2015,4,10,31
2015-10-31,16516206,16516207,National Institutes of Health,2217944508.46,null,null,null,null,null,null,null,null,null,null,null,2217944508.46,2371690026.15,7,40,40,460,D,B,3,2.8.1,2016,1,2015,4,10,31
2015-10-31,16516206,16516208,Centers for Medicare and Medicaid Services:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,41,41,480,S,B,3,2.8.2,2016,1,2015,4,10,31
2015-10-31,16516274,16516282,Total-Outlays Prior Year,334431604362.31,null,null,null,null,null,null,null,null,null,null,null,null,334431604362.31,7,107,109,1090,T,SLI,3,2.31.4,2016,1,2015,4,10,31
2015-10-31,16516185,16516253,Independent Agencies:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,84,84,909,S,C,2,2.29,2016,1,2015,4,10,31
2015-10-31,16516168,16516177,Customs Duties,3435496536.36,null,null,null,null,null,null,null,null,null,null,null,3435496536.36,3485197343.13,7,10,10,120,D,RSG,2,1.6,2016,1,2015,4,10,31
2015-10-31,16516239,16516242,Agency for International Development,-27099882.01,null,null,null,null,null,null,null,null,null,null,null,-27099882.01,813455303.25,7,74,74,828,D,B,3,2.23.3,2016,1,2015,4,10,31
2015-10-31,16516223,16516225,Other,1961001649.51,null,null,null,null,null,null,null,null,null,null,null,1961001649.51,2435571343.26,7,58,58,760,D,P,3,2.15.2,2016,1,2015,4,10,31
2015-10-31,16516185,16516236,Environmental Protection Agency,848251397.68,null,null,null,null,null,null,null,null,null,null,null,848251397.68,834915037.42,7,68,68,810,D,C,2,2.20,2016,1,2015,4,10,31
2015-10-31,16516185,16516237,Executive Office of the President,31128054.78,null,null,null,null,null,null,null,null,null,null,null,31128054.78,27428168.08,7,69,69,815,D,C,2,2.21,2016,1,2015,4,10,31
2015-10-31,16516185,16516238,General Services Administration,-33879191.76,null,null,null,null,null,null,null,null,null,null,null,-33879191.76,-18523575.97,7,70,70,820,D,C,2,2.22,2016,1,2015,4,10,31
2015-10-31,16516185,16516239,International Assistance Programs:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,71,71,825,S,C,2,2.23,2016,1,2015,4,10,31
2015-10-31,16516239,16516240,International Security Assistance,672265996.20,null,null,null,null,null,null,null,null,null,null,null,672265996.20,721713296.33,7,72,72,826,D,B,3,2.23.1,2016,1,2015,4,10,31
2015-10-31,16516239,16516241,Multilateral Assistance,19377684.50,null,null,null,null,null,null,null,null,null,null,null,19377684.50,437006942.01,7,73,73,827,D,B,3,2.23.2,2016,1,2015,4,10,31
2015-10-31,16516239,16516244,Other,-980673398.10,null,null,null,null,null,null,null,null,null,null,null,-980673398.10,105817495.23,7,75,75,829,D,P,3,2.23.4,2016,1,2015,4,10,31
2015-10-31,16516185,16516245,National Aeronautics and Space Administration,1317695794.79,null,null,null,null,null,null,null,null,null,null,null,1317695794.79,1415342606.51,7,76,76,840,D,C,2,2.24,2016,1,2015,4,10,31
2015-10-31,16516185,16516246,National Science Foundation,538031605.37,null,null,null,null,null,null,null,null,null,null,null,538031605.37,477127192.64,7,77,77,845,D,C,2,2.25,2016,1,2015,4,10,31
2015-10-31,16516185,16516248,Small Business Administration,67724980.56,null,null,null,null,null,null,null,null,null,null,null,67724980.56,58161290.50,7,79,79,855,D,C,2,2.27,2016,1,2015,4,10,31
2015-10-31,16516185,16516249,Social Security Administration:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,80,80,860,S,C,2,2.28,2016,1,2015,4,10,31
2015-10-31,16516249,16516250,Federal Old-Age and Survivors Insurance Trust Fund (Off-Budget),62643614271.33,null,null,null,null,null,null,null,null,null,null,null,62643614271.33,59676886706.51,7,81,81,880,D,P,3,2.28.1,2016,1,2015,4,10,31
2015-10-31,16516249,16516251,Federal Disability Insurance Trust Fund (Off-Budget),12117159678.23,null,null,null,null,null,null,null,null,null,null,null,12117159678.23,11987531893.15,7,82,82,900,D,P,3,2.28.2,2016,1,2015,4,10,31
2015-10-31,16516249,16516252,Other,9030499735.40,null,null,null,null,null,null,null,null,null,null,null,9030499735.40,8976994508.13,7,83,83,905,D,P,3,2.28.3,2016,1,2015,4,10,31
2015-10-31,16516254,16516258,Deposit Insurance Fund,428959498.72,null,null,null,null,null,null,null,null,null,null,null,428959498.72,-166473504.04,7,85,86,913,D,P,4,2.29.1.1,2016,1,2015,4,10,31
2015-10-31,16516254,16516259,FSLIC Resolution Fund,249667.78,null,null,null,null,null,null,null,null,null,null,null,249667.78,186672.33,7,86,87,914,D,P,4,2.29.1.2,2016,1,2015,4,10,31
2015-10-31,16516262,16516263,Public Enterprise Funds,304682053.62,null,null,null,null,null,null,null,null,null,null,null,304682053.62,-20249324.17,7,89,91,921,D,P,5,2.29.2.1.1,2016,1,2015,4,10,31
2015-10-31,16516262,16516264,Other,50866195.32,null,null,null,null,null,null,null,null,null,null,null,50866195.32,50395737.00,7,90,92,922,D,P,5,2.29.2.1.2,2016,1,2015,4,10,31
2015-10-31,16516261,16516265,Other,null,null,null,null,null,null,null,null,null,null,null,null,null,70751000.00,7,91,93,924,D,P,4,2.29.2.2,2016,1,2015,4,10,31
2015-10-31,16516253,16516261,Postal Service:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,87,89,918,S,A,3,2.29.2,2016,1,2015,4,10,31
2015-10-31,16516282,16516283,(On-Budget),271513873797.08,null,null,null,null,null,null,null,null,null,null,null,null,271513873797.08,7,108,110,1100,T,SLI,4,2.31.4.1,2016,1,2015,4,10,31
2015-10-31,16516193,16516197,Procurement,6106553282.42,null,null,null,null,null,null,null,null,null,null,null,6106553282.42,7147591291.74,7,30,30,365,D,B,3,2.5.4,2016,1,2015,4,10,31
2015-10-31,16516193,16516198,"Research, Development, Test, and Evaluation",4190030061.27,null,null,null,null,null,null,null,null,null,null,null,4190030061.27,4321482733.20,7,31,31,371,D,B,3,2.5.5,2016,1,2015,4,10,31
2015-10-31,16516185,16516247,Office of Personnel Management,8128987261.71,null,null,null,null,null,null,null,null,null,null,null,8128987261.71,8202224321.98,7,78,78,850,D,C,2,2.26,2016,1,2015,4,10,31
2015-10-31,16516168,16516179,Total--Receipts This Year,211046245388.74,null,null,null,null,null,null,null,null,null,null,null,211046245388.74,null,7,12,12,140,T,SL,2,1.8,2016,1,2015,4,10,31
2015-10-31,16516179,16516180,(On-Budget),155934245388.74,null,null,null,null,null,null,null,null,null,null,null,155934245388.74,null,7,13,13,150,T,SL,3,1.8.1,2016,1,2015,4,10,31
2015-10-31,16516179,16516181,(Off-Budget),55112000000.00,null,null,null,null,null,null,null,null,null,null,null,55112000000.00,null,7,14,14,160,T,SL,3,1.8.2,2016,1,2015,4,10,31
2015-10-31,16516182,16516183,(On-Budget),160463696658.11,null,null,null,null,null,null,null,null,null,null,null,null,160463696658.11,7,16,16,180,T,SLI,3,1.9.1,2016,1,2015,4,10,31
2015-10-31,16516182,16516184,(Off-Budget),52254990615.01,null,null,null,null,null,null,null,null,null,null,null,null,52254990615.01,7,17,17,190,T,SLI,3,1.9.2,2016,1,2015,4,10,31
2015-10-31,16516185,16516186,Legislative Branch,396524655.75,null,null,null,null,null,null,null,null,null,null,null,396524655.75,377472150.20,7,19,19,210,D,C,2,2.1,2016,1,2015,4,10,31
2015-10-31,16516188,16516189,Commodity Credit Corporation,4880505253.11,null,null,null,null,null,null,null,null,null,null,null,4880505253.11,3658487174.39,7,22,22,290,D,P,3,2.3.1,2016,1,2015,4,10,31
2015-10-31,16516188,16516190,Foreign Agricultural Service,118650191.97,null,null,null,null,null,null,null,null,null,null,null,118650191.97,262853220.20,7,23,23,310,D,B,3,2.3.2,2016,1,2015,4,10,31
2015-10-31,16516188,16516191,Other,12387537406.60,null,null,null,null,null,null,null,null,null,null,null,12387537406.60,12264354062.54,7,24,24,320,D,P,3,2.3.3,2016,1,2015,4,10,31
2015-10-31,16516193,16516196,International Reconstruction and Other Assistance,null,null,null,null,null,null,null,null,null,null,null,null,null,-7903.38,7,29,29,363,D,B,3,2.5.3,2016,1,2015,4,10,31
2015-10-31,16516193,16516199,Military Construction,898308522.68,null,null,null,null,null,null,null,null,null,null,null,898308522.68,705279590.37,7,32,32,375,D,B,3,2.5.6,2016,1,2015,4,10,31
2015-10-31,16516193,16516200,Family Housing,171291350.32,null,null,null,null,null,null,null,null,null,null,null,171291350.32,89417550.10,7,33,33,380,D,B,3,2.5.7,2016,1,2015,4,10,31
2015-10-31,16516193,16516201,Revolving and Management Funds,425158637.95,null,null,null,null,null,null,null,null,null,null,null,425158637.95,51526510.81,7,34,34,385,D,B,3,2.5.8,2016,1,2015,4,10,31
2015-10-31,16516185,16516218,Department of Justice,2167000157.46,null,null,null,null,null,null,null,null,null,null,null,2167000157.46,-6300794399.23,7,51,51,690,D,C,2,2.12,2016,1,2015,4,10,31
2015-10-31,16516185,16516219,Department of Labor:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,52,52,700,S,C,2,2.13,2016,1,2015,4,10,31
2015-10-31,16516171,16516174,Other Retirement,310861954.39,null,null,null,null,null,null,null,null,null,null,null,310861954.39,293164808.21,7,7,7,90,D,RSG,3,1.3.3,2016,1,2015,4,10,31
2015-10-31,16516208,16516211,Federal Supplementary Medical Insurance Trust Fund,53529243512.44,null,null,null,null,null,null,null,null,null,null,null,53529243512.44,46802146276.99,7,44,44,520,D,P,4,2.8.2.3,2016,1,2015,4,10,31
2015-10-31,16516206,16516213,Administration for Children and Families,3598750502.24,null,null,null,null,null,null,null,null,null,null,null,3598750502.24,3794158944.83,7,46,46,560,D,B,3,2.8.3,2016,1,2015,4,10,31
2015-10-31,16516206,16516214,Other,-38865145158.63,null,null,null,null,null,null,null,null,null,null,null,-38865145158.63,-34056960198.21,7,47,47,570,D,P,3,2.8.4,2016,1,2015,4,10,31
2015-10-31,16516185,16516215,Department of Homeland Security,3811992191.29,null,null,null,null,null,null,null,null,null,null,null,3811992191.29,3964937753.96,7,48,48,600,D,C,2,2.9,2016,1,2015,4,10,31
2015-10-31,16516185,16516216,Department of Housing and Urban Development,3215773865.98,null,null,null,null,null,null,null,null,null,null,null,3215773865.98,2840209034.46,7,49,49,670,D,C,2,2.10,2016,1,2015,4,10,31
2015-10-31,16516185,16516217,Department of the Interior,915066247.84,null,null,null,null,null,null,null,null,null,null,null,915066247.84,614320362.04,7,50,50,680,D,C,2,2.11,2016,1,2015,4,10,31
2015-10-31,16516219,16516220,Unemployment Trust Fund,2532134286.25,null,null,null,null,null,null,null,null,null,null,null,2532134286.25,2972426898.79,7,53,53,710,D,P,3,2.13.1,2016,1,2015,4,10,31
2015-10-31,16516219,16516221,Other,-5681192743.34,null,null,null,null,null,null,null,null,null,null,null,-5681192743.34,-2996603150.37,7,54,54,720,D,P,3,2.13.2,2016,1,2015,4,10,31
2015-10-31,16516185,16516222,Department of State,2583283275.24,null,null,null,null,null,null,null,null,null,null,null,2583283275.24,1932682452.06,7,55,55,730,D,C,2,2.14,2016,1,2015,4,10,31
2015-10-31,16516185,16516223,Department of Transportation:,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,56,56,740,S,C,2,2.15,2016,1,2015,4,10,31
2015-10-31,16516223,16516224,Highway Trust Fund,2237667595.54,null,null,null,null,null,null,null,null,null,null,null,2237667595.54,4291273429.24,7,57,57,750,D,P,3,2.15.1,2016,1,2015,4,10,31
