Record Date,Parent ID,Classification ID,Classification Description,Current Month Gross Receipts Amount,Current Month Refund Amount,Current Month Net Receipts Amount,Current Fiscal Year to Date Gross Receipts Amount,Current Fiscal Year to Date Refund Amount,Current Fiscal Year to Date Net Receipts Amount,Prior Fiscal Year to Date Gross Receipts Amount,Prior Fiscal Year to Date Refund Amount,Prior Fiscal Year to Date Net Receipts Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2016-08-31,21830832,21830839,Self-Employment Contributions Act Taxes,653000000.00,null,653000000.00,31040000000.00,null,31040000000.00,32864000000.00,null,32864000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2016,4,2016,3,08,31
2016-08-31,null,21830993,Customs Duties,2991710443.84,38562196.84,2953148247.00,33158168975.92,1466315667.83,31691853308.09,34267423104.41,2423986498.22,31843436606.19,4,49,49,405,D,RSG,1,6,2016,4,2016,3,08,31
2016-08-31,null,21830995,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,50,50,800,S,RSG,1,7,2016,4,2016,3,08,31
2016-08-31,21830995,21831000,"Deposit of Earnings, Federal Reserve System",9815228195.52,null,9815228195.52,109292860534.89,null,109292860534.89,86638042323.29,null,86638042323.29,4,51,51,805,D,RSG,2,7.1,2016,4,2016,3,08,31
2016-08-31,21830995,21831002,Universal Service Fund,869796050.27,null,869796050.27,9085035010.63,null,9085035010.63,8759225323.95,null,8759225323.95,4,52,52,807,D,RSG,2,7.2,2016,4,2016,3,08,31
2016-08-31,21830995,21831006,All Other,3204292642.31,3651308.87,3200641333.44,26476238638.72,53005804.55,26423232834.17,38475582158.39,28003335.78,38447578822.61,4,53,53,810,D,RSG,2,7.3,2016,4,2016,3,08,31
2016-08-31,null,21830963,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,42,42,300,S,RSG,1,4,2016,4,2016,3,08,31
2016-08-31,21830832,21830850,Adjustments Attrbutable to Prior Years-SECA,null,null,null,-1247383049.21,null,-1247383049.21,198128035.45,null,198128035.45,4,13,13,14360,D,SRS,4,3.1.1.4,2016,4,2016,3,08,31
2016-08-31,21830832,21830854,Total -- Federal Old-Age and Survivors Insurance Trust Fund,50847000000.00,null,50847000000.00,609560883248.62,null,609560883248.62,602797187948.97,null,602797187948.97,4,14,14,210,T,RSG,4,3.1.1.5,2016,4,2016,3,08,31
2016-08-31,21830856,21830859,Federal Insurance Contributions Act Taxes,11860000000.00,null,11860000000.00,123957000000.00,null,123957000000.00,96044000000.00,null,96044000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2016,4,2016,3,08,31
2016-08-31,21830856,21830862,Self-Employment Contributions Act Taxes,123000000.00,null,123000000.00,5878000000.00,null,5878000000.00,5581000000.00,null,5581000000.00,4,17,17,214,D,SRS,4,3.1.2.2,2016,4,2016,3,08,31
2016-08-31,21830856,21830876,Total -- Federal Disability Insurance Trust Fund,11983000000.00,null,11983000000.00,131103922760.01,null,131103922760.01,102358842224.68,null,102358842224.68,4,20,20,220,T,RSG,4,3.1.2.5,2016,4,2016,3,08,31
2016-08-31,21830879,21830881,Federal Insurance Contributions Act Taxes,18428000000.00,null,18428000000.00,207120000000.00,null,207120000000.00,195902000000.00,null,195902000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2016,4,2016,3,08,31
2016-08-31,21830879,21830886,Self-Employment Contributions Act Taxes,293000000.00,null,293000000.00,14505000000.00,null,14505000000.00,15242000000.00,null,15242000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2016,4,2016,3,08,31
2016-08-31,21830879,21830904,Total -- Federal Hospital Insurance Trust Fund,18721000000.00,null,18721000000.00,224289767503.53,null,224289767503.53,212614872647.91,null,212614872647.91,4,27,27,229,T,RSG,4,3.1.3.6,2016,4,2016,3,08,31
2016-08-31,21830826,21830909,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,28,28,230,S,RSG,3,3.1.4,2016,4,2016,3,08,31
2016-08-31,21830945,21830947,Federal Employees' Retirement--Employee Share,354777082.07,null,354777082.07,3561377449.57,null,3561377449.57,3325950261.45,null,3325950261.45,4,38,38,279,D,RSG,3,3.3.1,2016,4,2016,3,08,31
2016-08-31,21830832,21830847,Adjustments Attributable to Prior Years-FICA,null,null,null,8737266297.83,null,8737266297.83,4137069298.51,null,4137069298.51,4,12,12,209,D,SRS,4,3.1.1.3,2016,4,2016,3,08,31
2016-08-31,null,21830824,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2016,4,2016,3,08,31
2016-08-31,21830945,21830953,Non-Federal Employees Retirement,3706901.34,null,3706901.34,26454918.57,null,26454918.57,21256995.45,null,21256995.45,4,39,39,284,D,RSG,3,3.3.2,2016,4,2016,3,08,31
2016-08-31,21830824,21830945,Other Retirement:,null,null,null,null,null,null,null,null,null,4,37,37,270,S,RSG,2,3.3,2016,4,2016,3,08,31
2016-08-31,21830826,21830879,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,21,21,221,S,RSG,3,3.1.3,2016,4,2016,3,08,31
2016-07-31,21287094,21287111,Receipts from Railroad Retirement Board,null,null,null,624800000.00,null,624800000.00,564800000.00,null,564800000.00,4,24,24,226,D,SRS,4,3.1.3.3,2016,4,2016,3,07,31
2016-07-31,21287094,21287123,Adjustments Attributable to Prior Years-FICA,null,null,null,3060972395.94,null,3060972395.94,987086487.03,null,987086487.03,4,25,25,228,D,SRS,4,3.1.3.4,2016,4,2016,3,07,31
2016-07-31,21287094,21287129,Adjustments Attributable to Prior Years-SECA,null,null,null,-1021004892.41,null,-1021004892.41,-81013839.12,null,-81013839.12,4,26,26,14362,D,SRS,4,3.1.3.5,2016,4,2016,3,07,31
2016-07-31,21287094,21287135,Total -- Federal Hospital Insurance Trust Fund,18208000000.00,null,18208000000.00,205568767503.53,null,205568767503.53,195035872647.91,null,195035872647.91,4,27,27,229,T,RSG,4,3.1.3.6,2016,4,2016,3,07,31
2016-07-31,null,21287271,Estate and Gift Taxes,1706668095.80,136001808.11,1570666287.69,18939914118.99,826505410.43,18113408708.56,17099244001.58,676817471.26,16422426530.32,4,48,48,350,D,RSG,1,5,2016,4,2016,3,07,31
2016-07-31,21287054,21287058,Employment and General Retirement:,null,null,null,null,null,null,null,null,null,4,8,8,150,S,RSG,2,3.1,2016,4,2016,3,07,31
2016-07-31,null,21287248,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,42,42,300,S,RSG,1,4,2016,4,2016,3,07,31
2016-07-31,21287030,21287033,Withheld,96844057715.93,null,null,1045081303682.94,null,null,1032642955031.62,null,null,4,2,2,102,D,SRS,2,1.1,2016,4,2016,3,07,31
2016-07-31,21287058,21287142,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,28,28,230,S,RSG,3,3.1.4,2016,4,2016,3,07,31
2016-07-31,21287054,21287218,Other Retirement:,null,null,null,null,null,null,null,null,null,4,37,37,270,S,RSG,2,3.3,2016,4,2016,3,07,31
2016-07-31,null,21287273,Customs Duties,3190835730.47,131681124.03,3059154606.44,30166458532.08,1427753470.99,28738705061.09,31274212245.06,1338286844.69,29935925400.37,4,49,49,405,D,RSG,1,6,2016,4,2016,3,07,31
2016-07-31,null,21287275,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,50,50,800,S,RSG,1,7,2016,4,2016,3,07,31
2016-07-31,21287275,21287277,"Deposit of Earnings, Federal Reserve System",6950408508.57,null,6950408508.57,99477632339.37,null,99477632339.37,78175675146.31,null,78175675146.31,4,51,51,805,D,RSG,2,7.1,2016,4,2016,3,07,31
2016-07-31,21287275,21287279,Universal Service Fund,809606686.00,null,809606686.00,8215238960.36,null,8215238960.36,7955977941.41,null,7955977941.41,4,52,52,807,D,RSG,2,7.2,2016,4,2016,3,07,31
2016-07-31,21287275,21287281,All Other,706321908.14,5701797.90,700620110.24,23271945996.41,49354495.68,23222591500.73,35909009431.15,23130339.13,35885879092.02,4,53,53,810,D,RSG,2,7.3,2016,4,2016,3,07,31
2016-07-31,21287275,21287283,Total -- Miscellaneous Receipts,8466337102.71,5701797.90,8460635304.81,130964817296.14,49354495.68,130915462800.46,122040662518.87,23130339.13,122017532179.74,4,54,54,820,T,RSG,2,7.4,2016,4,2016,3,07,31
2016-07-31,null,21287285,Total -- Receipts,217819693500.72,7822029264.77,209997664235.95,2969499478339.11,290675284663.13,2678824193675.98,2947388087457.49,274974563493.87,2672413523963.62,4,55,55,830,T,SL,1,8,2016,4,2016,3,07,31
2016-07-31,21287285,21287291,Total -- Off-Budget,61394000000.00,null,61394000000.00,677834806008.63,null,677834806008.63,645856030173.65,null,645856030173.65,4,57,57,850,T,SL,2,8.2,2016,4,2016,3,07,31
2016-07-31,21287079,21287091,Total -- Federal Disability Insurance Trust Fund,11717000000.00,null,11717000000.00,119120922760.01,null,119120922760.01,93750842224.68,null,93750842224.68,4,20,20,220,T,RSG,4,3.1.2.5,2016,4,2016,3,07,31
2016-07-31,21287058,21287094,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,21,21,221,S,RSG,3,3.1.3,2016,4,2016,3,07,31
2016-07-31,21287094,21287100,Federal Insurance Contributions Act Taxes,17951000000.00,null,17951000000.00,188692000000.00,null,188692000000.00,178621000000.00,null,178621000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2016,4,2016,3,07,31
2016-07-31,21287218,21287236,Total -- Other Retirement,375693493.03,null,375693493.03,3229348384.73,null,3229348384.73,3028960832.95,null,3028960832.95,4,40,40,285,T,RSG,3,3.3.3,2016,4,2016,3,07,31
2016-07-31,21287054,21287242,Total -- Social Insurance and Retirement Receipts,82345763527.16,-63754679.89,82409518207.05,932761107477.88,167596891.27,932593510586.61,894504132269.00,130211195.27,894373921073.73,4,41,41,286,T,RSG,2,3.4,2016,4,2016,3,07,31
2016-07-31,21287248,21287254,Miscellaneous Excise Taxes,3192138674.36,1920861670.77,1271277003.59,26788113862.00,5254158218.79,21533955643.21,28518964082.32,4128982797.92,24389981284.40,4,43,43,305,D,RSG,2,4.1,2016,4,2016,3,07,31
2016-07-31,21287248,21287269,Total -- Excise Taxes,8000794876.36,1923551584.92,6077243291.44,70297902639.13,5266662511.69,65031240127.44,71111732361.58,4145711734.44,66966020627.14,4,47,47,314,T,RSG,2,4.5,2016,4,2016,3,07,31
2016-07-31,21287285,21287288,Total -- On-Budget,156425693500.72,7822029264.77,148603664235.95,2291664672330.48,290675284663.13,2000989387667.35,2301532057283.84,274974563493.87,2026557493789.97,4,56,56,840,T,SL,2,8.1,2016,4,2016,3,07,31
2016-07-31,null,21287054,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2016,4,2016,3,07,31
2016-07-31,21287030,21287037,Presidential Election Campaign Fund,1119628.00,null,null,27911789.00,null,null,29481915.00,null,null,4,3,3,105,D,SRS,2,1.2,2016,4,2016,3,07,31
2016-07-31,21287030,21287041,Other,8005027157.48,null,null,469856265495.41,null,null,471980444729.36,null,null,4,4,4,110,D,SRS,2,1.3,2016,4,2016,3,07,31
2016-07-31,21287030,21287043,Total -- Individual Income Taxes,104850204501.41,4983479965.34,99866724536.07,1514965480967.35,243475313996.92,1271490166970.43,1504652881675.98,228023018480.36,1276629863195.62,4,5,5,120,T,RSG,2,1.4,2016,4,2016,3,07,31
2016-07-31,21287062,21287073,Adjustments Attributable to Prior Years-FICA,null,null,null,8737266297.83,null,8737266297.83,4137069298.51,null,4137069298.51,4,12,12,209,D,SRS,4,3.1.1.3,2016,4,2016,3,07,31
2016-07-31,21287062,21287075,Adjustments Attrbutable to Prior Years-SECA,null,null,null,-1247383049.21,null,-1247383049.21,198128035.45,null,198128035.45,4,13,13,14360,D,SRS,4,3.1.1.4,2016,4,2016,3,07,31
2016-07-31,21287062,21287077,Total -- Federal Old-Age and Survivors Insurance Trust Fund,49677000000.00,null,49677000000.00,558713883248.62,null,558713883248.62,552105187948.97,null,552105187948.97,4,14,14,210,T,RSG,4,3.1.1.5,2016,4,2016,3,07,31
2016-07-31,21287248,21287260,Airport and Airway Trust Fund,1290060000.00,2689914.15,1287370085.85,11294605679.35,12504292.90,11282101386.45,11115568523.29,16728936.52,11098839586.77,4,44,44,308,D,RSG,2,4.2,2016,4,2016,3,07,31
2016-07-31,21287248,21287264,Highway Trust Fund,3478176202.00,null,3478176202.00,31829641390.78,null,31829641390.78,31018384903.97,null,31018384903.97,4,45,45,310,D,RSG,2,4.3,2016,4,2016,3,07,31
2016-07-31,21287248,21287267,Black Lung Disability Trust Fund,40420000.00,null,40420000.00,385541707.00,null,385541707.00,458814852.00,null,458814852.00,4,46,46,313,D,RSG,2,4.4,2016,4,2016,3,07,31
2016-07-31,21287142,21287150,Rail Pension and Supplemental Annuity,252395093.87,-43425429.93,295820523.80,2597293986.05,2988405.78,2594305580.27,2808530746.28,566725.10,2807964021.18,4,29,29,235,D,RSG,4,3.1.4.1,2016,4,2016,3,07,31
2016-07-31,21287142,21287157,Social Security Equivalent Account,231458137.33,-39483919.46,270942056.79,1731363784.04,590633.75,1730773150.29,2063104169.40,512421.93,2062591747.47,4,30,30,240,D,RSG,4,3.1.4.2,2016,4,2016,3,07,31
2016-07-31,21287058,21287165,Total -- Employment and General Retirement,80085853231.20,-82909349.39,80168762580.59,887732231282.25,3579039.53,887728652242.72,845763537737.24,1079147.03,845762458590.21,4,31,31,241,T,RSG,3,3.1.5,2016,4,2016,3,07,31
2016-07-31,21287054,21287173,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,32,32,250,S,RSG,2,3.2,2016,4,2016,3,07,31
2016-07-31,21287173,21287181,Deposits by States,1521192046.07,null,1521192046.07,33845032423.90,null,33845032423.90,36606594538.19,null,36606594538.19,4,33,33,251,D,RSG,3,3.2.1,2016,4,2016,3,07,31
2016-07-31,21287173,21287189,Federal Unemployment Taxes,336544002.66,19154669.50,317389333.16,7841101610.60,164017851.74,7677083758.86,9031526762.07,129132048.24,8902394713.83,4,34,34,254,D,RSG,3,3.2.2,2016,4,2016,3,07,31
2016-07-31,21287173,21287197,Railroad Unemployment Taxes,26480754.20,null,26480754.20,113393776.40,null,113393776.40,73512398.55,null,73512398.55,4,35,35,255,D,RSG,3,3.2.3,2016,4,2016,3,07,31
2016-07-31,21287173,21287212,Total -- Unemployment Insurance,1884216802.93,19154669.50,1865062133.43,41799527810.90,164017851.74,41635509959.16,45711633698.81,129132048.24,45582501650.57,4,36,36,269,T,RSG,3,3.2.4,2016,4,2016,3,07,31
2016-07-31,21287218,21287224,Federal Employees' Retirement--Employee Share,372844254.40,null,372844254.40,3206600367.50,null,3206600367.50,3009667003.25,null,3009667003.25,4,38,38,279,D,RSG,3,3.3.1,2016,4,2016,3,07,31
2016-07-31,21287218,21287230,Non-Federal Employees Retirement,2849238.63,null,2849238.63,22748017.23,null,22748017.23,19293829.70,null,19293829.70,4,39,39,284,D,RSG,3,3.3.2,2016,4,2016,3,07,31
2016-07-31,21287058,21287062,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2016,4,2016,3,07,31
2016-07-31,21287062,21287065,Federal Insurance Contributions Act Taxes,49109000000.00,null,49109000000.00,520837000000.00,null,520837000000.00,515577990615.01,null,515577990615.01,4,10,10,200,D,SRS,4,3.1.1.1,2016,4,2016,3,07,31
2016-07-31,21287062,21287069,Self-Employment Contributions Act Taxes,568000000.00,null,568000000.00,30387000000.00,null,30387000000.00,32192000000.00,null,32192000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2016,4,2016,3,07,31
2016-07-31,21287094,21287106,Self-Employment Contributions Act Taxes,257000000.00,null,257000000.00,14212000000.00,null,14212000000.00,14944000000.00,null,14944000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2016,4,2016,3,07,31
2016-07-31,null,21287048,Corporation Income Taxes,9259089666.81,705367664.36,8553722002.45,271403797307.54,39462097886.15,231941699421.39,306705222385.42,40637387428.72,266067834956.70,4,6,6,130,D,RSG,1,2,2016,4,2016,3,07,31
2016-07-31,21287058,21287079,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2016,4,2016,3,07,31
2016-07-31,21287079,21287081,Federal Insurance Contributions Act Taxes,11604000000.00,null,11604000000.00,112097000000.00,null,112097000000.00,87550000000.00,null,87550000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2016,4,2016,3,07,31
2016-07-31,21287079,21287083,Self-Employment Contributions Act Taxes,113000000.00,null,113000000.00,5755000000.00,null,5755000000.00,5467000000.00,null,5467000000.00,4,17,17,214,D,SRS,4,3.1.2.2,2016,4,2016,3,07,31
2016-07-31,21287079,21287087,Adjustments Attributable to Prior Years-FICA,null,null,null,1482043229.53,null,1482043229.53,703156880.02,null,703156880.02,4,18,18,219,D,SRS,4,3.1.2.3,2016,4,2016,3,07,31
2016-07-31,21287079,21287089,Adjustments Attributable to Prior Years-SECA,null,null,null,-213120469.52,null,-213120469.52,30685344.66,null,30685344.66,4,19,19,14361,D,SRS,4,3.1.2.4,2016,4,2016,3,07,31
2016-07-31,null,21287030,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2016,4,2016,3,07,31
2016-06-30,null,20514924,Social Insurance and Retirement Receipts:,null,null,null,null,null,null,null,null,null,4,7,7,140,S,RSG,1,3,2016,3,2016,2,06,30
2016-06-30,20514975,20514977,Federal Insurance Contributions Act Taxes,19321000000.00,null,19321000000.00,170741000000.00,null,170741000000.00,161936000000.00,null,161936000000.00,4,22,22,222,D,SRS,4,3.1.3.1,2016,3,2016,2,06,30
2016-06-30,20514975,20514985,Adjustments Attributable to Prior Years-FICA,2557170146.98,null,2557170146.98,3060972395.94,null,3060972395.94,987086487.03,null,987086487.03,4,25,25,228,D,SRS,4,3.1.3.4,2016,3,2016,2,06,30
2016-06-30,20514975,20514987,Adjustments Attributable to Prior Years-SECA,2004233.96,null,2004233.96,-1021004892.41,null,-1021004892.41,-81013839.12,null,-81013839.12,4,26,26,14362,D,SRS,4,3.1.3.5,2016,3,2016,2,06,30
2016-06-30,20514999,20515003,Federal Unemployment Taxes,53547915.04,80283795.67,-26735880.63,7504557607.94,144863182.24,7359694425.70,8173335721.67,108915350.53,8064420371.14,4,34,34,254,D,RSG,3,3.2.2,2016,3,2016,2,06,30
2016-06-30,20514999,20515005,Railroad Unemployment Taxes,34245.15,null,34245.15,86913022.20,null,86913022.20,45607410.81,null,45607410.81,4,35,35,255,D,RSG,3,3.2.3,2016,3,2016,2,06,30
2016-06-30,null,20515063,Miscellaneous Receipts:,null,null,null,null,null,null,null,null,null,4,50,50,800,S,RSG,1,7,2016,3,2016,2,06,30
2016-06-30,20514926,20514930,Federal Old-Age and Survivors Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,9,9,160,S,RSG,3,3.1.1,2016,3,2016,2,06,30
2016-06-30,20514930,20514935,Federal Insurance Contributions Act Taxes,56103000000.00,null,56103000000.00,471728000000.00,null,471728000000.00,467279990615.01,null,467279990615.01,4,10,10,200,D,SRS,4,3.1.1.1,2016,3,2016,2,06,30
2016-06-30,20514930,20514939,Self-Employment Contributions Act Taxes,5141000000.00,null,5141000000.00,29819000000.00,null,29819000000.00,31595000000.00,null,31595000000.00,4,11,11,204,D,SRS,4,3.1.1.2,2016,3,2016,2,06,30
2016-06-30,20514930,20514945,Adjustments Attributable to Prior Years-FICA,8275789673.63,null,8275789673.63,8737266297.83,null,8737266297.83,4137069298.51,null,4137069298.51,4,12,12,209,D,SRS,4,3.1.1.3,2016,3,2016,2,06,30
2016-06-30,null,20515023,Excise Taxes:,null,null,null,null,null,null,null,null,null,4,42,42,300,S,RSG,1,4,2016,3,2016,2,06,30
2016-06-30,20514912,20514916,Presidential Election Campaign Fund,889611.00,null,null,26792161.00,null,null,28476315.00,null,null,4,3,3,105,D,SRS,2,1.2,2016,3,2016,2,06,30
2016-06-30,20514912,20514918,Other,63907958457.54,null,null,461851238337.93,null,null,462995678808.42,null,null,4,4,4,110,D,SRS,2,1.3,2016,3,2016,2,06,30
2016-06-30,20514912,20514920,Total -- Individual Income Taxes,141189419020.54,7361627566.07,133827791454.47,1410115276465.94,238491834031.58,1171623442434.36,1391335953764.56,223836161375.13,1167499792389.43,4,5,5,120,T,RSG,2,1.4,2016,3,2016,2,06,30
2016-06-30,null,20514922,Corporation Income Taxes,63863061296.82,2590912870.16,61272148426.66,262144707640.73,38756730221.79,223387977418.94,294673754471.76,39220807309.82,255452947161.94,4,6,6,130,D,RSG,1,2,2016,3,2016,2,06,30
2016-06-30,20514930,20514947,Adjustments Attrbutable to Prior Years-SECA,21954887.17,null,21954887.17,-1247383049.21,null,-1247383049.21,198128035.45,null,198128035.45,4,13,13,14360,D,SRS,4,3.1.1.4,2016,3,2016,2,06,30
2016-06-30,20514930,20514952,Total -- Federal Old-Age and Survivors Insurance Trust Fund,69541744560.80,null,69541744560.80,509036883248.62,null,509036883248.62,503210187948.97,null,503210187948.97,4,14,14,210,T,RSG,4,3.1.1.5,2016,3,2016,2,06,30
2016-06-30,20514926,20514956,Federal Disability Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,15,15,211,S,RSG,3,3.1.2,2016,3,2016,2,06,30
2016-06-30,20514956,20514958,Federal Insurance Contributions Act Taxes,13257000000.00,null,13257000000.00,100493000000.00,null,100493000000.00,79349000000.00,null,79349000000.00,4,16,16,212,D,SRS,4,3.1.2.1,2016,3,2016,2,06,30
2016-06-30,20514926,20514975,Federal Hospital Insurance Trust Fund:,null,null,null,null,null,null,null,null,null,4,21,21,221,S,RSG,3,3.1.3,2016,3,2016,2,06,30
2016-06-30,20514991,20514995,Social Security Equivalent Account,-449379902.79,38176946.73,-487556849.52,1499905646.71,40074553.21,1459831093.50,1774848230.79,1086979.63,1773761251.16,4,30,30,240,D,RSG,4,3.1.4.2,2016,3,2016,2,06,30
2016-06-30,20514926,20514997,Total -- Employment and General Retirement,110571669369.89,82436023.26,110489233346.63,807646378051.05,86488388.92,807559889662.13,771049885328.49,2291319.66,771047594008.83,4,31,31,241,T,RSG,3,3.1.5,2016,3,2016,2,06,30
2016-06-30,20514924,20514999,Unemployment Insurance:,null,null,null,null,null,null,null,null,null,4,32,32,250,S,RSG,2,3.2,2016,3,2016,2,06,30
2016-06-30,20514924,20515011,Other Retirement:,null,null,null,null,null,null,null,null,null,4,37,37,270,S,RSG,2,3.3,2016,3,2016,2,06,30
2016-06-30,20514975,20514989,Total -- Federal Hospital Insurance Trust Fund,25348974380.94,null,25348974380.94,187360767503.53,null,187360767503.53,178086872647.91,null,178086872647.91,4,27,27,229,T,RSG,4,3.1.3.6,2016,3,2016,2,06,30
2016-06-30,20514926,20514991,Railroad Retirement:,null,null,null,null,null,null,null,null,null,4,28,28,230,S,RSG,3,3.1.4,2016,3,2016,2,06,30
2016-06-30,20514991,20514993,Rail Pension and Supplemental Annuity,278549325.91,44259076.53,234290249.38,2344898892.18,46413835.71,2298485056.47,2529134276.14,1204340.03,2527929936.11,4,29,29,235,D,RSG,4,3.1.4.1,2016,3,2016,2,06,30
2016-06-30,20514999,20515001,Deposits by States,305836582.03,null,305836582.03,32323840377.83,null,32323840377.83,33974267772.90,null,33974267772.90,4,33,33,251,D,RSG,3,3.2.1,2016,3,2016,2,06,30
2016-06-30,20514999,20515009,Total -- Unemployment Insurance,359418742.22,80283795.67,279134946.55,39915311007.97,144863182.24,39770447825.73,42193210905.38,108915350.53,42084295554.85,4,36,36,269,T,RSG,3,3.2.4,2016,3,2016,2,06,30
2016-06-30,20515011,20515013,Federal Employees' Retirement--Employee Share,302975325.54,null,302975325.54,2833756113.10,null,2833756113.10,2662498213.35,null,2662498213.35,4,38,38,279,D,RSG,3,3.3.1,2016,3,2016,2,06,30
2016-06-30,20515011,20515015,Non-Federal Employees Retirement,3475254.10,null,3475254.10,19898778.60,null,19898778.60,17632799.57,null,17632799.57,4,39,39,284,D,RSG,3,3.3.2,2016,3,2016,2,06,30
2016-06-30,20515011,20515017,Total -- Other Retirement,306450579.64,null,306450579.64,2853654891.70,null,2853654891.70,2680131012.92,null,2680131012.92,4,40,40,285,T,RSG,3,3.3.3,2016,3,2016,2,06,30
2016-06-30,20514924,20515019,Total -- Social Insurance and Retirement Receipts,111237538691.75,162719818.93,111074818872.82,850415343950.72,231351571.16,850183992379.56,815923227246.79,111206670.19,815812020576.60,4,41,41,286,T,RSG,2,3.4,2016,3,2016,2,06,30
2016-06-30,20515023,20515027,Miscellaneous Excise Taxes,2618799705.66,287722012.91,2331077692.75,23595975187.64,3333296548.02,20262678639.62,24996686509.65,2774012524.01,22222673985.64,4,43,43,305,D,RSG,2,4.1,2016,3,2016,2,06,30
2016-06-30,20515023,20515031,Airport and Airway Trust Fund,1228770000.00,null,1228770000.00,10004545679.35,9814378.75,9994731300.60,9855177523.29,12489676.47,9842687846.82,4,44,44,308,D,RSG,2,4.2,2016,3,2016,2,06,30
2016-06-30,20515023,20515035,Highway Trust Fund,3311476388.71,null,3311476388.71,28351465188.78,null,28351465188.78,27612741800.66,null,27612741800.66,4,45,45,310,D,RSG,2,4.3,2016,3,2016,2,06,30
2016-06-30,20515023,20515039,Black Lung Disability Trust Fund,38498000.00,null,38498000.00,345121707.00,null,345121707.00,408819852.00,null,408819852.00,4,46,46,313,D,RSG,2,4.4,2016,3,2016,2,06,30
2016-06-30,20515023,20515044,Total -- Excise Taxes,7197544094.37,287722012.91,6909822081.46,62297107762.77,3343110926.77,58953996836.00,62873425685.60,2786502200.48,60086923485.12,4,47,47,314,T,RSG,2,4.5,2016,3,2016,2,06,30
2016-06-30,null,20514912,Individual Income Taxes,null,null,null,null,null,null,null,null,null,4,1,1,100,D,RSG,1,1,2016,3,2016,2,06,30
2016-06-30,20514956,20514966,Adjustments Attributable to Prior Years-FICA,1404062016.12,null,1404062016.12,1482043229.53,null,1482043229.53,703156880.02,null,703156880.02,4,18,18,219,D,SRS,4,3.1.2.3,2016,3,2016,2,06,30
2016-06-30,20514956,20514970,Adjustments Attributable to Prior Years-SECA,3718988.91,null,3718988.91,-213120469.52,null,-213120469.52,30685344.66,null,30685344.66,4,19,19,14361,D,SRS,4,3.1.2.4,2016,3,2016,2,06,30
2016-06-30,20514956,20514973,Total -- Federal Disability Insurance Trust Fund,15851781005.03,null,15851781005.03,107403922760.01,null,107403922760.01,85448842224.68,null,85448842224.68,4,20,20,220,T,RSG,4,3.1.2.5,2016,3,2016,2,06,30
2016-06-30,20514975,20514979,Self-Employment Contributions Act Taxes,2844000000.00,null,2844000000.00,13955000000.00,null,13955000000.00,14680000000.00,null,14680000000.00,4,23,23,224,D,SRS,4,3.1.3.2,2016,3,2016,2,06,30
2016-06-30,20514975,20514981,Receipts from Railroad Retirement Board,624800000.00,null,624800000.00,624800000.00,null,624800000.00,564800000.00,null,564800000.00,4,24,24,226,D,SRS,4,3.1.3.3,2016,3,2016,2,06,30
2016-06-30,null,20515050,Estate and Gift Taxes,1749712676.89,71247485.56,1678465191.33,17233246023.19,690503602.32,16542742420.87,15713415283.80,601591862.58,15111823421.22,4,48,48,350,D,RSG,1,5,2016,3,2016,2,06,30
2016-06-30,null,20515056,Customs Duties,2873717058.12,93030719.59,2780686338.53,26975622801.61,1296072346.96,25679550454.65,27549732687.26,1215486407.13,26334246280.13,4,49,49,405,D,RSG,1,6,2016,3,2016,2,06,30
