Record Date,Parent ID,Classification ID,Classification Description,Current Month Receipts Amount,Current Month Outlays Amount,Current Month Excess Amount,Fiscal Year to Date Receipts Amount,Fiscal Year to Date Outlays Amount,Fiscal Year to Date Excess Amount,Beginning Year Account Balance Amount,Beginning Month Account Balance Amount,Closing Month Account Balance Amount,Table Number,Source Line Number,Print Order Sequence Number,Line Code Number,Data Type Code,Record Type Code,Sequence Level Number,Sequence Number Code,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
2016-09-30,22475808,22475810,Black Lung Disability,78462724.77,141870458.45,-63407733.68,466519657.09,313459276.22,153060380.87,null,null,null,8,3,3,30,D,PG,2,1.2,2016,4,2016,3,09,30
2016-09-30,22475808,22475811,Federal Disability Insurance,13701852370.88,12114201343.23,1587651027.65,150355838584.95,146271648480.37,4084190104.58,41638037000.00,44432775000.00,45880097000.00,8,4,4,50,D,PG,2,1.3,2016,4,2016,3,09,30
2016-09-30,22475808,22475812,Federal Employees Life and Health,null,285984874.63,-285984874.63,null,-1779017860.86,1779017860.86,66978562687.98,69184736327.33,68896027343.10,8,5,5,60,D,PG,2,1.4,2016,4,2016,3,09,30
2016-09-30,22475808,22475813,Federal Employees Retirement,39469906291.68,6948426792.47,32521479499.21,99550318749.50,84034422326.76,15515896422.74,750504656675.91,874106131184.52,906636997008.79,8,6,6,70,D,PG,2,1.5,2016,4,2016,3,09,30
2016-09-30,22475808,22475814,Federal Hospital Insurance,29098739351.95,32264412058.97,-3165672707.02,295380054412.86,298925698673.42,-3545644260.56,195457769000.00,195410167000.00,192209143000.00,8,7,7,80,D,PG,2,1.6,2016,4,2016,3,09,30
2016-09-30,22475808,22475815,Federal Old-Age and Survivors Insurance,57394277858.23,64665035261.61,-7270757403.38,799867120066.51,769805748551.11,30061371515.40,2766649222000.00,2804268925000.00,2796711764000.00,8,8,8,90,D,PG,2,1.7,2016,4,2016,3,09,30
2016-09-30,22475808,22475816,Federal Supplementary Medical Insurance,34697705200.30,48519708194.14,-13822002993.84,396623431298.19,399683125199.94,-3059693901.75,66128134000.00,80046667000.00,63335543000.00,8,9,9,100,D,PG,2,1.8,2016,4,2016,3,09,30
2016-09-30,22475808,22475817,Hazardous Substance Superfund,1706244.03,112684276.36,-110978032.33,884183144.89,1217685897.57,-333502752.68,5205987502.50,4948843182.13,4797412061.84,8,10,10,105,D,PG,2,1.9,2016,4,2016,3,09,30
2016-09-30,22475808,22475818,Highways,6338251573.19,7053268099.57,-715016526.38,111594970401.73,54259602769.74,57335367631.99,7667195596.38,68688433110.83,64628822267.98,8,11,11,110,D,PG,2,1.10,2016,4,2016,3,09,30
2016-09-30,22475808,22475825,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,188181075769.51,188966364377.93,-785288608.42,2101514374224.91,1914176771068.66,187337603156.25,4523287836125.87,4844677770519.69,4837039009890.93,8,18,18,190,T,SLU,2,1.17,2016,4,2016,3,09,30
2016-09-30,22475828,22475830,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,251560100524.86,217415317861.48,34144782663.38,2087490837619.83,2862240210412.38,-774749372792.55,null,null,null,8,23,23,260,D,SL,2,2.2,2016,4,2016,3,09,30
2016-09-30,22475808,22475826,Less: Interfund Transactions,83203811090.57,83203811090.57,null,922316840871.39,922316840871.39,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2016,4,2016,3,09,30
2016-09-30,22475808,22475827,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,104977264678.94,105762553287.36,-785288608.42,1179197533353.52,991859930197.27,187337603156.25,null,null,null,8,20,20,220,D,SL,2,1.19,2016,4,2016,3,09,30
2016-09-30,null,22475828,Total Federal Fund Receipts and Outlays,251740685338.34,217595902674.96,34144782663.38,2088290252608.80,2863039625401.35,-774749372792.55,null,null,null,8,21,21,230,T,SL,1,2,2016,4,2016,3,09,30
2016-09-30,22475828,22475829,Less: Interfund Transactions,180584813.48,180584813.48,null,799414988.97,799414988.97,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2016,4,2016,3,09,30
2016-09-30,null,22475831,Net Budget Receipts & Outlays,356537365203.80,323177871148.84,33359494054.96,3266688370973.35,3854100140609.65,-587411769636.30,null,null,null,8,24,24,280,T,SL,1,3,2016,4,2016,3,09,30
2016-08-31,21832877,21832893,All Other Trust,1030397583.91,524623664.55,505773919.36,15067896481.42,5596246562.22,9471649919.20,25560700339.72,26588631647.83,26779910997.94,8,17,17,170,D,PG,2,1.16,2016,4,2016,3,08,31
2016-08-31,21832877,21832894,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,139536751755.81,165533245790.35,-25996494034.54,1913333298455.40,1725210406690.73,188122891764.67,4523287836125.87,4869729280170.68,4844677770519.69,8,18,18,190,T,SLU,2,1.17,2016,4,2016,3,08,31
2016-08-31,21832877,21832895,Less: Interfund Transactions,45304191962.31,45304191962.31,null,839113029780.82,839113029780.82,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2016,4,2016,3,08,31
2016-08-31,21832877,21832882,Federal Employees Retirement,3170960717.58,6964938569.80,-3793977852.22,60080412457.82,77085995534.29,-17005583076.47,750504656675.91,877864908616.90,874106131184.52,8,6,6,70,D,PG,2,1.5,2016,4,2016,3,08,31
2016-08-31,21832877,21832888,Military Advances,2921953795.87,2109922810.76,812030985.11,29712184782.05,25628868877.48,4083315904.57,null,null,null,8,12,12,120,D,PG,2,1.11,2016,4,2016,3,08,31
2016-08-31,21832897,21832899,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,137094252300.07,218209333945.57,-81115081645.50,1835930737094.97,2644824892550.90,-808894155455.93,null,null,null,8,23,23,260,D,SL,2,2.2,2016,4,2016,3,08,31
2016-08-31,null,21832900,Net Budget Receipts & Outlays,231326812093.57,338438387773.61,-107111575680.04,2910151005769.55,3530922269460.81,-620771263691.26,null,null,null,8,24,24,280,T,SL,1,3,2016,4,2016,3,08,31
2016-08-31,21832877,21832889,Military Retirement,5321439406.59,4782708797.43,538730609.16,119217580258.12,52441832512.04,66775747746.08,530960108323.38,599095982625.23,599582967716.94,8,13,13,125,D,PG,2,1.12,2016,4,2016,3,08,31
2016-08-31,21832877,21832890,Railroad Retirement,1258367825.31,1099909977.12,158457848.19,12567495886.89,12732547423.94,-165051537.05,2759306000.00,2375240000.00,2232450000.00,8,14,14,130,D,PG,2,1.13,2016,4,2016,3,08,31
2016-08-31,21832877,21832891,Unemployment,6822952837.62,3124872647.39,3698080190.23,49985313691.03,33913122739.56,16072190951.47,44368387000.00,51818201000.00,56093740000.00,8,15,15,150,D,PG,2,1.14,2016,4,2016,3,08,31
2016-08-31,21832877,21832892,Veterans Life Insurance,5364244.88,86023214.17,-80658969.29,250860392.45,895639339.57,-644778947.12,6694218000.00,6134087000.00,6051210000.00,8,16,16,160,D,PG,2,1.15,2016,4,2016,3,08,31
2016-08-31,21832877,21832896,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,94232559793.50,120229053828.04,-25996494034.54,1074220268674.58,886097376909.91,188122891764.67,null,null,null,8,20,20,220,D,SL,2,1.19,2016,4,2016,3,08,31
2016-08-31,null,21832897,Total Federal Fund Receipts and Outlays,137151611358.19,218266693003.69,-81115081645.50,1836549567270.46,2645443722726.39,-808894155455.93,null,null,null,8,21,21,230,T,SL,1,2,2016,4,2016,3,08,31
2016-08-31,21832897,21832898,Less: Interfund Transactions,57359058.12,57359058.12,null,618830175.49,618830175.49,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2016,4,2016,3,08,31
2016-08-31,21832877,21832887,Highways,3230234012.39,6507859624.81,-3277625612.42,105256718828.54,47206334670.17,58050384158.37,7667195596.38,70916393622.30,68688433110.83,8,11,11,110,D,PG,2,1.10,2016,4,2016,3,08,31
2016-08-31,21832877,21832878,Airport and Airway,1048980974.56,1110311253.81,-61330279.25,12590432262.75,13375367281.08,-784935018.33,12715552000.00,12870840000.00,12850814000.00,8,2,2,20,D,PG,2,1.1,2016,4,2016,3,08,31
2016-08-31,21832877,21832879,Black Lung Disability,1774061.31,19520180.54,-17746119.23,388056932.32,171588817.77,216468114.55,null,null,null,8,3,3,30,D,PG,2,1.2,2016,4,2016,3,08,31
2016-08-31,21832877,21832880,Federal Disability Insurance,12280030234.19,12138763322.12,141266912.07,136653986214.07,134157447137.14,2496539076.93,41638037000.00,44281491000.00,44432775000.00,8,4,4,50,D,PG,2,1.3,2016,4,2016,3,08,31
2016-08-31,21832877,21832881,Federal Employees Life and Health,null,-241403706.24,241403706.24,null,-2065002735.49,2065002735.49,66978562687.98,68943242318.22,69184736327.33,8,5,5,60,D,PG,2,1.4,2016,4,2016,3,08,31
2016-08-31,null,21832877,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2016,4,2016,3,08,31
2016-08-31,21832877,21832883,Federal Hospital Insurance,19573119101.51,26995985658.14,-7422866556.63,266281315060.91,266661286614.45,-379971553.54,195457769000.00,202379569000.00,195410167000.00,8,7,7,80,D,PG,2,1.6,2016,4,2016,3,08,31
2016-08-31,21832877,21832884,Federal Old-Age and Survivors Insurance,52132371761.10,64526733268.08,-12394361506.98,742472842208.28,705140713289.50,37332128918.78,2766649222000.00,2816520952000.00,2804268925000.00,8,8,8,90,D,PG,2,1.7,2016,4,2016,3,08,31
2016-08-31,21832877,21832885,Federal Supplementary Medical Insurance,30721710631.97,35681581585.17,-4959870953.20,361925726097.89,351163417005.80,10762309092.09,66128134000.00,84912436000.00,80046667000.00,8,9,9,100,D,PG,2,1.8,2016,4,2016,3,08,31
2016-08-31,21832877,21832886,Hazardous Substance Superfund,17094567.02,100894922.70,-83800355.68,882476900.86,1105001621.21,-222524720.35,5205987502.50,5027305340.20,4948843182.13,8,10,10,105,D,PG,2,1.9,2016,4,2016,3,08,31
2016-07-31,null,21289075,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2016,4,2016,3,07,31
2016-07-31,21289075,21289077,Black Lung Disability,40453288.85,7035742.23,33417546.62,386282871.01,152068637.23,234214233.78,null,null,null,8,3,3,30,D,PG,2,1.2,2016,4,2016,3,07,31
2016-07-31,21289075,21289085,Highways,3492925491.21,4574550086.71,-1081624595.50,102026484816.15,40698475045.36,61328009770.79,7667195596.38,73069324944.38,70916393622.30,8,11,11,110,D,PG,2,1.10,2016,4,2016,3,07,31
2016-07-31,null,21289095,Total Federal Fund Receipts and Outlays,122522005751.18,217991662630.34,-95469656879.16,1699400645826.42,2427179658487.94,-727779012661.52,null,null,null,8,21,21,230,T,SL,1,2,2016,4,2016,3,07,31
2016-07-31,21289075,21289084,Hazardous Substance Superfund,2396162.58,103537459.52,-101141296.94,865382333.84,1004106698.51,-138724364.67,5205987502.50,5132795217.86,5027305340.20,8,10,10,105,D,PG,2,1.9,2016,4,2016,3,07,31
2016-07-31,21289075,21289086,Military Advances,2119170482.31,2150865032.29,-31694549.98,26790230986.18,23518946066.72,3271284919.46,null,null,null,8,12,12,120,D,PG,2,1.11,2016,4,2016,3,07,31
2016-07-31,21289075,21289087,Military Retirement,5506830280.26,4768077002.28,738753277.98,113896140851.53,47659123714.61,66237017136.92,530960108323.38,598336088827.53,599095982625.23,8,13,13,125,D,PG,2,1.12,2016,4,2016,3,07,31
2016-07-31,21289075,21289093,Less: Interfund Transactions,53675340707.61,53675340707.61,null,793808837818.51,793808837818.51,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2016,4,2016,3,07,31
2016-07-31,null,21289098,Net Budget Receipts & Outlays,209997664235.95,322812902740.45,-112815238504.50,2678824193675.98,3192486510452.44,-513662316776.46,null,null,null,8,24,24,280,T,SL,1,3,2016,4,2016,3,07,31
2016-07-31,21289075,21289088,Railroad Retirement,867721655.84,1218035994.59,-350314338.75,11309128061.58,11632637446.82,-323509385.24,2759306000.00,2113674000.00,2375240000.00,8,14,14,130,D,PG,2,1.13,2016,4,2016,3,07,31
2016-07-31,21289075,21289089,Unemployment,1868861807.16,2191363897.52,-322502090.36,43162360853.41,30788250092.17,12374110761.24,44368387000.00,53040691000.00,51818201000.00,8,15,15,150,D,PG,2,1.14,2016,4,2016,3,07,31
2016-07-31,21289075,21289090,Veterans Life Insurance,5247151.36,81222332.40,-75975181.04,245496147.57,809616125.40,-564119977.83,6694218000.00,6205496000.00,6134087000.00,8,16,16,160,D,PG,2,1.15,2016,4,2016,3,07,31
2016-07-31,21289075,21289091,All Other Trust,736424992.80,498455467.35,237969525.45,14037498897.51,5071622897.67,8965875999.84,25560700339.72,26641880238.07,26588631647.83,8,17,17,170,D,PG,2,1.16,2016,4,2016,3,07,31
2016-07-31,21289075,21289092,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,141195594462.70,158541176088.04,-17345581625.34,1773793856785.44,1559677160900.38,214116695885.06,4523287836125.87,4889041989332.72,4869729280170.68,8,18,18,190,T,SLU,2,1.17,2016,4,2016,3,07,31
2016-07-31,21289075,21289094,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,87520253755.09,104865835380.43,-17345581625.34,979985018966.93,765868323081.87,214116695885.06,null,null,null,8,20,20,220,D,SL,2,1.19,2016,4,2016,3,07,31
2016-07-31,21289095,21289096,Less: Interfund Transactions,44595270.32,44595270.32,null,561471117.37,561471117.37,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2016,4,2016,3,07,31
2016-07-31,21289095,21289097,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,122477410480.86,217947067360.02,-95469656879.16,1698839174709.05,2426618187370.57,-727779012661.52,null,null,null,8,23,23,260,D,SL,2,2.2,2016,4,2016,3,07,31
2016-07-31,21289075,21289078,Federal Disability Insurance,12477469055.93,12193939642.61,283529413.32,124373955979.88,122018683815.02,2355272164.86,41638037000.00,43886489000.00,44281491000.00,8,4,4,50,D,PG,2,1.3,2016,4,2016,3,07,31
2016-07-31,21289075,21289079,Federal Employees Life and Health,null,-688269560.80,688269560.80,null,-1823599029.25,1823599029.25,66978562687.98,68255050213.14,68943242318.22,8,5,5,60,D,PG,2,1.4,2016,4,2016,3,07,31
2016-07-31,21289075,21289080,Federal Employees Retirement,3207032692.49,7169911468.49,-3962878776.00,56909451740.24,70121056964.49,-13211605224.25,750504656675.91,881862512891.74,877864908616.90,8,6,6,70,D,PG,2,1.5,2016,4,2016,3,07,31
2016-07-31,21289075,21289081,Federal Hospital Insurance,19202795667.15,25356161241.60,-6153365574.45,246708195959.40,239665300956.31,7042895003.09,195457769000.00,208967012000.00,202379569000.00,8,7,7,80,D,PG,2,1.6,2016,4,2016,3,07,31
2016-07-31,21289075,21289082,Federal Old-Age and Survivors Insurance,59285699491.81,64518103341.82,-5232403850.01,690340470447.18,640613980021.42,49726490425.76,2766649222000.00,2821673756000.00,2816520952000.00,8,8,8,90,D,PG,2,1.7,2016,4,2016,3,07,31
2016-07-31,21289075,21289083,Federal Supplementary Medical Insurance,31093143919.33,32903088459.07,-1809944539.74,331204015465.92,315481835420.63,15722180045.29,66128134000.00,86765992000.00,84912436000.00,8,9,9,100,D,PG,2,1.8,2016,4,2016,3,07,31
2016-07-31,21289075,21289076,Airport and Airway,1289422323.62,1495098480.36,-205676156.74,11538761374.04,12265056027.27,-726294653.23,12715552000.00,13091227000.00,12870840000.00,8,2,2,20,D,PG,2,1.1,2016,4,2016,3,07,31
2016-06-30,20517026,20517027,Less: Interfund Transactions,133731210.79,133731210.79,null,516875847.05,516875847.05,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2016,3,2016,2,06,30
2016-06-30,20517006,20517021,Veterans Life Insurance,92437592.73,47946869.96,44490722.77,240248996.21,728393793.00,-488144796.79,6694218000.00,6161054000.00,6205496000.00,8,16,16,160,D,PG,2,1.15,2016,3,2016,2,06,30
2016-06-30,20517006,20517022,All Other Trust,422120199.40,448033603.03,-25913403.63,13301073904.71,4573167430.32,8727906474.39,25560700339.72,26660782283.48,26641880238.07,8,17,17,170,D,PG,2,1.16,2016,3,2016,2,06,30
2016-06-30,20517006,20517023,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,234179565184.59,162748138721.57,71431426463.02,1632598262322.74,1401135984812.34,231462277510.40,4523287836125.87,4823742652959.23,4889041989332.72,8,18,18,190,T,SLU,2,1.17,2016,3,2016,2,06,30
2016-06-30,20517006,20517025,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,115984355049.32,44552928586.30,71431426463.02,892464765211.84,661002487701.44,231462277510.40,null,null,null,8,20,20,220,D,SL,2,1.19,2016,3,2016,2,06,30
2016-06-30,null,20517026,Total Federal Fund Receipts and Outlays,213721598905.57,278901037928.43,-65179439022.86,1576878640075.24,2209187997940.30,-632309357865.06,null,null,null,8,21,21,230,T,SL,1,2,2016,3,2016,2,06,30
2016-06-30,20517006,20517012,Federal Hospital Insurance,35511661672.25,24788677080.47,10722984591.78,227505400292.25,214309139714.71,13196260577.54,195457769000.00,198398216000.00,208967012000.00,8,7,7,80,D,PG,2,1.6,2016,3,2016,2,06,30
2016-06-30,20517006,20517013,Federal Old-Age and Survivors Insurance,115060496984.54,68361909626.14,46698587358.40,631054770955.37,576095876679.60,54958894275.77,2766649222000.00,2775166445000.00,2821673756000.00,8,8,8,90,D,PG,2,1.7,2016,3,2016,2,06,30
2016-06-30,20517006,20517017,Military Advances,2378982650.05,2031042198.09,347940451.96,24671060503.87,21368081034.43,3302979469.44,null,null,null,8,12,12,120,D,PG,2,1.11,2016,3,2016,2,06,30
2016-06-30,20517006,20517018,Military Retirement,3827931478.68,4762652655.26,-934721176.58,108389310571.27,42891046712.33,65498263858.94,530960108323.38,599070866004.70,598336088827.53,8,13,13,125,D,PG,2,1.12,2016,3,2016,2,06,30
2016-06-30,20517006,20517019,Railroad Retirement,4590443720.94,1337983169.64,3252460551.30,10441406405.74,10414601452.23,26804953.51,2759306000.00,2112837000.00,2113674000.00,8,14,14,130,D,PG,2,1.13,2016,3,2016,2,06,30
2016-06-30,20517006,20517020,Unemployment,807413694.75,2844404536.95,-2036990842.20,41293499046.25,28596886194.65,12696612851.60,44368387000.00,57794162000.00,53040691000.00,8,15,15,150,D,PG,2,1.14,2016,3,2016,2,06,30
2016-06-30,20517026,20517028,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,213587867694.78,278767306717.64,-65179439022.86,1576361764228.19,2208671122093.25,-632309357865.06,null,null,null,8,23,23,260,D,SL,2,2.2,2016,3,2016,2,06,30
2016-06-30,null,20517029,Net Budget Receipts & Outlays,329572222744.10,323320235303.94,6251987440.16,2468826529440.03,2869673609794.69,-400847080354.66,null,null,null,8,24,24,280,T,SL,1,3,2016,3,2016,2,06,30
2016-06-30,20517006,20517014,Federal Supplementary Medical Insurance,33262574265.89,31360123714.13,1902450551.76,300110871546.59,282578746961.56,17532124585.03,66128134000.00,85104942000.00,86765992000.00,8,9,9,100,D,PG,2,1.8,2016,3,2016,2,06,30
2016-06-30,20517006,20517015,Hazardous Substance Superfund,7896958.32,111571907.03,-103674948.71,862986171.26,900569238.99,-37583067.73,5205987502.50,5243917020.50,5132795217.86,8,10,10,105,D,PG,2,1.9,2016,3,2016,2,06,30
2016-06-30,20517006,20517016,Highways,3325259243.61,5481902841.63,-2156643598.02,98533559324.94,36123924958.65,62409634366.29,7667195596.38,74680009572.19,73069324944.38,8,11,11,110,D,PG,2,1.10,2016,3,2016,2,06,30
2016-06-30,20517006,20517024,Less: Interfund Transactions,118195210135.27,118195210135.27,null,740133497110.90,740133497110.90,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2016,3,2016,2,06,30
2016-06-30,null,20517006,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2016,3,2016,2,06,30
2016-06-30,20517006,20517007,Airport and Airway,1334637767.55,1501631528.05,-166993760.50,10249339050.42,10769957546.91,-520618496.49,12715552000.00,13184594000.00,13091227000.00,8,2,2,20,D,PG,2,1.1,2016,3,2016,2,06,30
2016-06-30,20517006,20517008,Black Lung Disability,38548106.82,19328872.97,19219233.85,345829582.16,145032895.00,200796687.16,null,null,null,8,3,3,30,D,PG,2,1.2,2016,3,2016,2,06,30
2016-06-30,20517006,20517009,Federal Disability Insurance,16764541386.89,12494379288.06,4270162098.83,111896486923.95,109824744172.41,2071742751.54,41638037000.00,39645946000.00,43886489000.00,8,4,4,50,D,PG,2,1.3,2016,3,2016,2,06,30
2016-06-30,20517006,20517010,Federal Employees Life and Health,null,223839723.90,-223839723.90,null,-1135329468.45,1135329468.45,66978562687.98,68478866883.44,68255050213.14,8,5,5,60,D,PG,2,1.4,2016,3,2016,2,06,30
2016-06-30,20517006,20517011,Federal Employees Retirement,16754619462.17,6932711106.26,9821908355.91,53702419047.75,62951145496.00,-9248726448.25,750504656675.91,872040015194.92,881862512891.74,8,6,6,70,D,PG,2,1.5,2016,3,2016,2,06,30
2016-05-31,20142559,20142568,Hazardous Substance Superfund,6037352.27,111674111.07,-105636758.80,855089212.94,788997331.96,66091880.98,5205987502.50,5328326006.39,5243917020.50,8,10,10,105,D,PG,2,1.9,2016,3,2016,2,05,31
2016-05-31,20142559,20142577,Less: Interfund Transactions,44320000443.47,44320000443.47,null,621938286975.63,621938286975.63,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2016,3,2016,2,05,31
2016-05-31,20142559,20142561,Black Lung Disability,4003432.93,19045337.22,-15041904.29,307281475.34,125704022.03,181577453.31,null,null,null,8,3,3,30,D,PG,2,1.2,2016,3,2016,2,05,31
2016-05-31,20142559,20142562,Federal Disability Insurance,12572063013.54,12196234537.58,375828475.96,95131945537.06,97330364884.35,-2198419347.29,41638037000.00,39242614000.00,39645946000.00,8,4,4,50,D,PG,2,1.3,2016,3,2016,2,05,31
2016-05-31,20142559,20142563,Federal Employees Life and Health,null,-449998484.29,449998484.29,null,-1359169192.35,1359169192.35,66978562687.98,67895108696.89,68478866883.44,8,5,5,60,D,PG,2,1.4,2016,3,2016,2,05,31
2016-05-31,20142559,20142564,Federal Employees Retirement,2756387709.21,6930867539.31,-4174479830.10,36947799585.58,56018434389.74,-19070634804.16,750504656675.91,876216991480.50,872040015194.92,8,6,6,70,D,PG,2,1.5,2016,3,2016,2,05,31
2016-05-31,20142559,20142569,Highways,2798913102.68,4294599441.51,-1495686338.83,95208300081.33,30642021935.02,64566278146.31,7667195596.38,75591310990.24,74680009572.19,8,11,11,110,D,PG,2,1.10,2016,3,2016,2,05,31
2016-05-31,20142559,20142570,Military Advances,3630194279.86,2065198898.82,1564995381.04,22292077853.82,19337038836.34,2955039017.48,null,null,null,8,12,12,120,D,PG,2,1.11,2016,3,2016,2,05,31
2016-05-31,20142559,20142571,Military Retirement,4882223286.47,453728842.29,4428494444.18,104561379092.59,38128394057.07,66432985035.52,530960108323.38,594516640791.02,599070866004.70,8,13,13,125,D,PG,2,1.12,2016,3,2016,2,05,31
2016-05-31,20142559,20142572,Railroad Retirement,902734063.21,1074396620.94,-171662557.73,5850962684.80,9076618282.59,-3225655597.79,2759306000.00,2347481000.00,2112837000.00,8,14,14,130,D,PG,2,1.13,2016,3,2016,2,05,31
2016-05-31,null,20142559,"Trust Receipts, Outlays, and Investments Held:",null,null,null,null,null,null,null,null,null,8,1,1,10,S,SL,1,1,2016,3,2016,2,05,31
2016-05-31,20142559,20142560,Airport and Airway,1139519787.84,1276520600.67,-137000812.83,8914701282.87,9268326018.86,-353624735.99,12715552000.00,13245274000.00,13184594000.00,8,2,2,20,D,PG,2,1.1,2016,3,2016,2,05,31
2016-05-31,20142559,20142565,Federal Hospital Insurance,18937968060.06,17407559975.02,1530408085.04,191993738620.00,189520462634.24,2473275985.76,195457769000.00,197018013000.00,198398216000.00,8,7,7,80,D,PG,2,1.6,2016,3,2016,2,05,31
2016-05-31,20142559,20142578,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,105107122497.87,85541741668.63,19565380829.24,776480410162.52,616447791748.28,160032618414.24,null,null,null,8,20,20,220,D,SL,2,1.19,2016,3,2016,2,05,31
2016-05-31,null,20142579,Total Federal Fund Receipts and Outlays,119532548401.97,191605342075.75,-72072793673.78,1363156929036.36,1930288616431.97,-567131687395.61,null,null,null,8,21,21,230,T,SL,1,2,2016,3,2016,2,05,31
2016-05-31,20142579,20142580,Less: Interfund Transactions,36239503.40,36239503.40,null,383144636.26,383144636.26,null,null,null,null,8,22,22,240,D,PGD,2,2.1,2016,3,2016,2,05,31
2016-05-31,20142559,20142576,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,149427122941.34,129861742112.10,19565380829.24,1398418697138.15,1238386078723.91,160032618414.24,4523287836125.87,4804002141220.23,4823742652959.23,8,18,18,190,T,SLU,2,1.17,2016,3,2016,2,05,31
2016-05-31,20142579,20142581,Federal Fund Receipts and Outlays on the Basis of Table 4 & 5,119496308898.57,191569102572.35,-72072793673.78,1362773784400.10,1929905471795.71,-567131687395.61,null,null,null,8,23,23,260,D,SL,2,2.2,2016,3,2016,2,05,31
2016-05-31,null,20142582,Net Budget Receipts & Outlays,224603431396.44,277110844240.98,-52507412844.54,2139254194562.62,2546353263543.99,-407099068981.37,null,null,null,8,24,24,280,T,SL,1,3,2016,3,2016,2,05,31
2016-05-31,20142559,20142566,Federal Old-Age and Survivors Insurance,53322363801.47,64198709148.51,-10876345347.04,515994273970.83,507733967053.46,8260306917.37,2766649222000.00,2785873286000.00,2775166445000.00,8,8,8,90,D,PG,2,1.7,2016,3,2016,2,05,31
2016-05-31,20142559,20142567,Federal Supplementary Medical Insurance,30155672920.78,16536868619.08,13618804301.70,266848297280.70,251218623247.43,15629674033.27,66128134000.00,70903837000.00,85104942000.00,8,9,9,100,D,PG,2,1.8,2016,3,2016,2,05,31
2016-05-31,20142559,20142573,Unemployment,17911256814.20,3160219685.21,14751037128.99,40486085351.50,25752481657.70,14733603693.80,44368387000.00,42803592000.00,57794162000.00,8,15,15,150,D,PG,2,1.14,2016,3,2016,2,05,31
2016-05-31,20142559,20142574,Veterans Life Insurance,462266.05,95460875.65,-94998609.60,147811403.48,680446923.04,-532635519.56,6694218000.00,6253852000.00,6161054000.00,8,16,16,160,D,PG,2,1.15,2016,3,2016,2,05,31
2016-05-31,20142559,20142575,All Other Trust,407323050.77,490656363.51,-83333312.74,12878953705.31,4123366642.43,8755587062.88,25560700339.72,26765814255.19,26660782283.48,8,17,17,170,D,PG,2,1.16,2016,3,2016,2,05,31
2016-04-30,19544027,19544038,Military Advances,1837145598.20,2253617320.93,-416471722.73,18661883573.96,17271839937.52,1390043636.44,null,null,null,8,12,12,120,D,PG,2,1.11,2016,3,2016,2,04,30
2016-04-30,19544027,19544039,Military Retirement,5015165001.19,9074241494.35,-4059076493.16,99679155806.12,37674665214.78,62004490591.34,530960108323.38,598867886807.23,594516640791.02,8,13,13,125,D,PG,2,1.12,2016,3,2016,2,04,30
2016-04-30,19544027,19544044,Total Trust Fund Receipts and Outlays and Investments Held from Table 6-D,193327139830.00,181848134724.39,11479005105.61,1248991574120.55,1108524336611.81,140467237508.74,4523287836125.87,4801224926806.04,4804002141220.23,8,18,18,190,T,SLU,2,1.17,2016,3,2016,2,04,30
2016-04-30,19544027,19544045,Less: Interfund Transactions,72763969279.59,72763969279.59,null,577618286455.90,577618286455.90,null,null,null,null,8,19,19,200,D,SLD,2,1.18,2016,3,2016,2,04,30
2016-04-30,19544027,19544046,Trust Fund Receipts and Outlays on the Basis of Tables 4 & 5,120563170550.41,109084165444.80,11479005105.61,671373287664.65,530906050155.91,140467237508.74,null,null,null,8,20,20,220,D,SL,2,1.19,2016,3,2016,2,04,30
